ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status
denovo1592,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,simplex,98.16,Published
denovo4352,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,simplex,98.77,Published
denovo4,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,simplex,98.83,Published
denovo26242,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,simplex,99.08,Published
denovo13276,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.01,Published
denovo18597,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.01,Published
denovo20914,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.01,Published
denovo23715,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.01,Published
denovo16161,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.02,Published
denovo13435,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.03,Published
denovo17614,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.03,Published
denovo19007,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.03,Published
denovo25252,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.03,Published
denovo12992,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo15200,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo23921,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo23923,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo23935,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo4926,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo7516,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.09,Published
denovo14572,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.31,Published
denovo16159,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.31,Published
denovo19300,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.31,Published
denovo21802,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.31,Published
denovo11407,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.32,Published
denovo17029,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.32,Published
denovo17030,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.32,Published
denovo20950,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.32,Published
denovo18964,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.36,Published
denovo23929,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.36,Published
denovo25493,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.36,Published
denovo23915,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.37,Published
denovo20916,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.38,Published
denovo3302,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.38,Published
denovo10161,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo12514,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo13909,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo14018,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo17072,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo20429,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo22278,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo23765,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo23932,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.4,Published
denovo25246,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.56,Published
denovo26280,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.56,Published
denovo16273,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.6,Published
denovo19301,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.6,Published
denovo22280,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.6,Published
denovo8252,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.6,Published
denovo11305,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.61,Published
denovo5564,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.61,Published
denovo3188,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.64,Published
denovo19410,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.65,Published
denovo5719,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.65,Published
denovo6745,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.65,Published
denovo20474,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.67,Published
denovo11389,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.68,Published
denovo12184,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.68,Published
denovo10015,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo14757,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo15664,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo17440,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo25256,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo9396,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.69,Published
denovo11575,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo1240,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo17070,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo17074,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo17076,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo17927,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo18968,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo19008,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo19009,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo21494,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo23928,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo23930,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo23933,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo23934,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.71,Published
denovo19707,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.87,Published
denovo10583,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.89,Published
denovo12671,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.89,Published
denovo17441,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.89,Published
denovo18967,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.89,Published
denovo25254,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.89,Published
denovo11875,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.91,Published
denovo13905,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.91,Published
denovo23925,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.91,Published
denovo23927,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.91,Published
denovo16160,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.96,Published
denovo22196,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.96,Published
denovo22210,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.98,Published
denovo23919,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.98,Published
denovo11390,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,95.99,Published
denovo13278,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo13994,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo14756,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo14759,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo14763,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo18385,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo2701,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo3852,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo8614,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96,Published
denovo11871,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo11910,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo14015,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo16011,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo16027,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo19010,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo19011,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo19705,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo20473,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo21495,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo2300,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo4420,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo6908,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo7447,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo9143,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.01,Published
denovo17069,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.17,Published
denovo17655,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.19,Published
denovo20913,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.19,Published
denovo11406,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo12528,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo14861,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo16026,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo17075,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo17935,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo23762,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.2,Published
denovo8005,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.26,Published
denovo14760,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.27,Published
denovo17442,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.27,Published
denovo17443,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.27,Published
denovo18632,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.27,Published
denovo1919,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.28,Published
denovo23926,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.28,Published
denovo11193,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo12177,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo14758,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo20796,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo20912,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo21801,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo2297,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo25799,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo2902,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo5242,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo7973,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo8948,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo9201,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo9397,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.31,Published
denovo10348,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo11873,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo11911,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo14020,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo17502,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo21491,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo21493,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo2302,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo2303,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo23766,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo23767,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo2709,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo2711,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo7449,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo8773,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo9489,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo9771,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo9803,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.32,Published
denovo3853,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.45,Published
denovo13279,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.48,Published
denovo20039,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.48,Published
denovo21098,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.48,Published
denovo4476,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.48,Published
denovo14021,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo16028,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo19004,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo20425,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo2301,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo9770,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.49,Published
denovo427,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.6,Published
denovo10418,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo11192,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo13038,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo15249,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo15376,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo15665,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo18266,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo19409,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo19606,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo21717,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo7972,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.62,Published
denovo1177,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo18502,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo18514,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo19943,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo22209,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo23916,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo3567,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo619,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo7518,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo7522,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo8854,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo9333,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.63,Published
denovo16440,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.76,Published
denovo2710,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.76,Published
denovo14023,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.77,Published
denovo15375,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.77,Published
denovo17739,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.77,Published
denovo22281,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.77,Published
denovo6353,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.77,Published
denovo25748,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.78,Published
denovo6906,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.78,Published
denovo9142,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.78,Published
denovo7975,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.9,Published
denovo16586,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.91,Published
denovo25386,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.91,Published
denovo25411,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.91,Published
denovo3875,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.91,Published
denovo12178,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo13275,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo16441,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo25251,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo5926,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo626,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.92,Published
denovo10450,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo11574,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo1533,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo16585,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo20426,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo2046,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo22277,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo25785,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo25890,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo3569,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo4421,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo5579,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo7520,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo7523,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo8367,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo9144,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo9481,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo9488,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,96.93,Published
denovo26235,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.05,Published
denovo10017,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.07,Published
denovo15449,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.07,Published
denovo17073,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.07,Published
denovo25832,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.07,Published
denovo5066,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.07,Published
denovo17604,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.08,Published
denovo4820,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.08,Published
denovo5580,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.08,Published
denovo1554,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.2,Published
denovo23924,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.21,Published
denovo22276,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.22,Published
denovo4968,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.22,Published
denovo6616,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.22,Published
denovo10582,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo1384,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo21209,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo5288,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo5755,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo6310,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.23,Published
denovo11909,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.24,Published
denovo2000,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.24,Published
denovo23920,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.24,Published
denovo25749,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.24,Published
denovo4645,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.24,Published
denovo7402,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.36,Published
denovo4054,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.37,Published
denovo890,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.51,Published
denovo2602,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.52,Published
denovo808,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.52,Published
denovo4211,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.53,Published
denovo1623,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.54,Published
denovo1901,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.54,Published
denovo2601,Arthropoda,Copepoda,Calanoida,Diaptomidae,Tropodiaptomus,,97.54,Published
