"","K1_L_10","B1_S_8","U1_L_5","M1_L_4","K1_L_12","B1_S_1","U1_L_7","B1_S_6","U2_L_7","K1_L_1","B1_L_1","K1_S_16","K1_S_18","M1_S_6","K1_S_3","U1_L_3","S1_L_1","B1_S_7","K1_L_9","K1_L_19","U2_S_7","U2_L_2","K1_S_6","U2_L_5","S1_S_5","K1_S_5","B1_S_5","U2_S_2","U2_S_9","B1_L_3","B1_L_9","K1_S_4","K1_S_1","B1_L_7","M1_S_8","M1_L_1","B1_S_4","U1_L_1","K1_L_8","B1_L_4","K1_L_16","K1_L_11","U2_L_10","K1_L_3","U2_S_10","M1_S_3","K1_S_7","S1_L_9","S1_L_4","K1_S_11","K1_L_2","K1_S_2","S1_S_6","M1_S_1","K1_S_10","M1_L_8","K1_S_17","M1_L_6","M1_L_9","K1_L_20","K1_L_17","U1_L_2","M1_S_9","K1_S_14","S1_S_7","M1_S_7","S1_L_5","K1_S_15","B1_L_8","M1_S_2","S1_S_1","B1_L_5","B1_S_2","S1_L_8","K1_S_19","S1_S_8","U2_L_3","U2_L_1","M1_S_10","K1_L_4","K1_L_7","K1_S_20","S1_L_6","U2_S_4","B1_S_9","U2_L_6","K1_S_8","S1_S_10","K1_S_12","U2_L_4","U2_S_8","U2_S_5","S1_S_9","K1_S_13","B1_S_3","K1_S_9","S1_L_2","B1_L_6","K1_L_6","S1_L_3","M1_L_10","K1_L_18","K1_L_15","S1_L_10","U2_S_1","K1_L_5","B1_L_2","M1_L_7","U2_L_9"
"B1_L_3",0.377959677362644,0.806463802178784,0.726377669008479,0.652827293228158,0.134613981171395,0.576664560234389,0.852278704987805,0.13185217935964,0.911701846853367,0.196029144516721,0.717554414736695,0.86960709188946,0.931029106839406,0.783220617802961,0.819135121891461,0.892678740400062,0.702746516487532,0.915965193019667,0.670147442076327,0.763086143130956,0.865808034345293,0.857602320741628,0.838591946226489,0.903239520448941,0.807867426883793,0.77466773198622,0.822550135523547,0.868237282763721,0.854184699380784,0,0.376058480328725,0.802033940603943,0.381561832772965,0.77238733849745,0.896228438202803,0.791472974488715,0.0951687757631662,0.726510797132978,0.526937130237277,0.34226388629968,0.370327769024812,0.713837283079355,0.823384212382248,0.382637616506015,0.828595965981607,0.838406154762185,0.207675673834942,0.881980388302868,0.732710739739494,0.75852482950341,0.377974565418102,0.822836553018834,0.797024181315249,0.87603362991124,0.831737915452762,0.882623937345686,0.809357473812723,0.135751991413739,0.468331113628985,0.267503945291952,0.873596106885902,0.9280285067812,0.930775379696243,0.706099317136619,0.828984335911942,0.901267772126365,0.847373494410061,0.358337539069071,0.847514854286523,0.839276437847866,0.775619458026021,0.816822055137845,0.882972322503008,0.866463290624364,0.693233138372696,0.847044559527054,0.909080641517958,0.877777945870713,0.839792849983294,0.369117601797421,0.765987228438673,0.758194501959035,0.862235075070316,0.868064224865544,0.85612212332896,0.875395118011168,0.38942701364063,0.854367667364289,0.748393673191236,0.900568951503658,0.897493364050684,0.871743868130126,0.851606985551207,0.847585129192863,0.888288804331519,0.800154904875943,0.872215003327734,0.846523742736926,0.859961423160047,0.882559336532746,0.823441217040161,0.897589271716453,0.778535143264719,0.879028035266979,0.847249021187314,0.725931713785102,0.904752586931249,0.804712715133657,0.870803750049033
"B1_L_9",0.451973150402006,0.639169024456416,0.70530307984045,0.615048485574045,0.402982260690719,0.530636240018812,0.817610471231383,0.291062352795339,0.893709953975273,0.29999550056243,0.680991631535896,0.56365861931659,0.765726837348313,0.395536588520017,0.459434255517563,0.867945355061541,0.276667599216658,0.711167267057369,0.646128013205453,0.46686072389942,0.527361134669284,0.50704939986525,0.453300379097599,0.89237237041503,0.774743351341835,0.393498779199009,0.459536220840621,0.839721887709891,0.483927800632493,0.376058480328725,0,0.652819906978724,0.219071983627003,0.442671149861203,0.65399365398224,0.74955845990816,0.286465704490241,0.682770584226504,0.298655924243003,0.286641386986624,0.313517309757911,0.690111052353252,0.802940985942865,0.338294719109509,0.797057147298067,0.494182202829565,0.346759422172897,0.567518778588584,0.703078384416766,0.3442791504675,0.334105594286686,0.491802886722828,0.657275694687014,0.64529518258489,0.458559855985599,0.571344339622642,0.625034894270361,0.260093608532188,0.157947992903083,0.170928241902549,0.68828165769916,0.910471313305743,0.91684532386743,0.287281439971486,0.396643336519389,0.66362741513626,0.448443039187506,0.188320728449411,0.431572381460205,0.427619678353613,0.404175837666722,0.453869862645919,0.586114035653152,0.569780730708348,0.275292586494188,0.432520748967563,0.668800272225384,0.549952615693364,0.421213469811601,0.0377277407950961,0.390696206969081,0.405443126308444,0.50683213192621,0.524003578173144,0.467142628401353,0.538198254261992,0.345838368499289,0.470678215997051,0.570663625771586,0.637262391587651,0.627166025486111,0.526783324411135,0.449033629686896,0.447672451297917,0.593352045881454,0.405813007360872,0.527692989571748,0.425186905416692,0.522848276988404,0.569427838152754,0.396850545427296,0.639857043257605,0.490323015712455,0.573536071988061,0.430934095017428,0.617138819297231,0.65952430815258,0.428813834684189,0.528204449152542
"K1_S_4",0.828148818026424,0.0669575521216699,0.859825986866567,0.862724236436692,0.834116470790743,0.823839537939772,0.94563950498783,0.770198543245431,0.964928303270988,0.803082076550945,0.904385511105834,0.501512136479308,0.0812954102427787,0.759529883037621,0.610146636832262,0.960733136611113,0.71724490233621,0.216481135682346,0.859914122429021,0.471238284501974,0.610827943633015,0.603738520500398,0.660089173084426,0.960336086278866,0.922981718168581,0.646724610233691,0.616558086836888,0.947401372458354,0.653329677333294,0.802033940603943,0.652819906978724,0,0.557695259535931,0.545492925042745,0.457930847294057,0.926823010658236,0.75721000526885,0.899148745897698,0.727956861588661,0.778176703980242,0.802726112938965,0.89397272510968,0.93285377481635,0.790284151782145,0.93873120940568,0.687617399455591,0.823643454372609,0.527362404255097,0.911399196898366,0.754835299488239,0.836488283230786,0.554948408249003,0.886297936335533,0.422586828547135,0.638498898888419,0.519444300091808,0.137697376439561,0.743915838527732,0.585477889204876,0.633755682495925,0.159985315906096,0.974732811108974,0.952957321656314,0.702796482734235,0.74190241902419,0.382962931927145,0.68467400767853,0.735450098033617,0.713537227179243,0.705743930662773,0.641863354956101,0.803426409164883,0.485370633150889,0.480429560548255,0.703475832104896,0.711050636222723,0.340956659037221,0.554407894270128,0.71298626646781,0.657990332084323,0.631909961140423,0.591850226665117,0.609058523804174,0.589648091407454,0.669277181862506,0.573625679125835,0.799252399286017,0.657637318453471,0.861514122386989,0.40400092269838,0.419750533186842,0.588400523360963,0.689489949468321,0.686841781117201,0.479191551101663,0.672300430068956,0.588158123622869,0.721704284283105,0.57174060405212,0.523433426265183,0.781839292148777,0.388704740054378,0.490485709690232,0.505899411089656,0.712233806133668,0.872395299583248,0.355883789515336,0.640383154096372,0.581938677220236
"K1_S_1",0.475431311632044,0.543120847772727,0.768342121444624,0.731043585068319,0.403677871091499,0.6659463661096,0.888588065126284,0.315115093832271,0.9395697877177,0.340968964399927,0.799992747448008,0.399681595626446,0.647225585867939,0.545891774922897,0.293365972738369,0.923888299998262,0.444689707848005,0.579153039119908,0.736488271731791,0.323691843601346,0.361879882054731,0.343986654662924,0.352385079261907,0.933193991366007,0.85122079458447,0.331360904661996,0.296288449841793,0.898572305932039,0.352396785813245,0.381561832772965,0.219071983627003,0.557695259535931,0,0.299358643196452,0.490277528400681,0.845529311516846,0.30442039123285,0.792462302547828,0.455002691799966,0.471878996017683,0.478478831316336,0.783944934017274,0.871054485959356,0.503915527312408,0.884325975288074,0.391869554623343,0.369958353921084,0.395228222187838,0.808898738493011,0.507173335480235,0.498451219414585,0.329136598597676,0.765211129066254,0.494050005424093,0.318857835297765,0.400351868766436,0.514357663251379,0.277785705865199,0.125684495429084,0.125521873298239,0.563796543209876,0.949252665408356,0.913912685854495,0.41987060367255,0.488809115030435,0.499142005310939,0.394575885098106,0.364938862113468,0.437383866459866,0.420247257741955,0.336255332072502,0.560334952161216,0.422646423878356,0.407260741448188,0.415320873404706,0.433697025381877,0.515311394618656,0.375768812735759,0.418821425323593,0.214202319487326,0.291524371313257,0.253304847109093,0.312166357538408,0.352523206639705,0.366654015706653,0.362463799381566,0.510012062726176,0.349803747102848,0.712300146163434,0.476914667867018,0.467903274909755,0.350634670496632,0.402714393132868,0.39414340611874,0.427757032319993,0.371047716702677,0.350924079244781,0.450918081832908,0.350676120834176,0.397372802960222,0.522751782638788,0.481894238358327,0.326459406802843,0.404494653537123,0.439612124914102,0.728900585225809,0.504844266187123,0.321693084336499,0.354044556381162
"B1_L_7",0.826433040212845,0.50157653592236,0.806028293443056,0.740017737581257,0.84095547660443,0.748013575563985,0.833287143181074,0.705591016638391,0.909030667691574,0.774423768238528,0.715650813822768,0.149893104322934,0.535824977210574,0.423767728172541,0.102392053002547,0.880217953454008,0.304572739251379,0.436383842288365,0.823013119073686,0.110638593565423,0.132431961197673,0.101375271220451,0.184253829719533,0.904115611187045,0.78733351920561,0.161599857314844,0.112415893837447,0.852178819156351,0.189403744930538,0.77238733849745,0.442671149861203,0.545492925042745,0.299358643196452,0,0.339309342958012,0.768061386998697,0.678458312887541,0.703139294140305,0.522585342630709,0.704977626055266,0.771198145067796,0.692480280455741,0.817944480119588,0.736465547721553,0.818008168394596,0.292861832240495,0.816572438162544,0.137718342661808,0.731761715812132,0.3605180697723,0.856966631075912,0.0461037843588179,0.670351546947092,0.348210540079653,0.147923257924932,0.146436554556324,0.445817773652514,0.651306320223661,0.335056150662421,0.435589711672462,0.436745231577307,0.910705298727443,0.923388844177552,0.281746684337303,0.337333199558543,0.353815582051111,0.230361341939836,0.610007453141821,0.280088043392815,0.267689157603971,0.165297917668889,0.485024296246649,0.182387988224855,0.181266056070591,0.290691176753955,0.275586233906105,0.336643173743476,0.10348600906675,0.285352608082253,0.455028559609235,0.144863704657652,0.0815431539032231,0.115675711134617,0.0738812214162124,0.200493818061211,0.0795922793320321,0.760992907801418,0.181484520835776,0.59997110139797,0.274740423163992,0.255914172144539,0.0687072988689583,0.234943458257362,0.231083303404344,0.191580514664569,0.205348632767316,0.0681590815908159,0.295507662930512,0.0657609087486281,0.141442250149611,0.431178484924413,0.285010521104097,0.150583097151884,0.156354881073982,0.276878048780488,0.627783457596689,0.322898475480247,0.151044934387841,0.0665649375421053
"M1_S_8",0.909360765095745,0.40913285931549,0.886490594342788,0.897685895298433,0.95985673421312,0.907078896172122,0.904265141053462,0.844808877652613,0.934227903615659,0.916301394562264,0.898667740112557,0.219049469049469,0.39718941575756,0.637505380700377,0.386851612435509,0.921756850567677,0.591276252019386,0.294613118995844,0.922875100725222,0.26850820640722,0.338431659568582,0.329057238859107,0.435648095183617,0.948634982487881,0.827037561256641,0.465744491403203,0.385581113801453,0.917160364755765,0.388665282142704,0.896228438202803,0.65399365398224,0.457930847294057,0.490277528400681,0.339309342958012,0,0.925251378527408,0.827457450026121,0.83467132856409,0.702246390884961,0.844408198910922,0.907709945543136,0.834920778224168,0.925837455035971,0.906860388139786,0.940166091492145,0.428216632888556,0.947154344941854,0.246575190636638,0.93082170318413,0.61953551435181,0.987469577915305,0.317921054884836,0.74891703142304,0.0852960284117978,0.413160545723631,0.235931473280513,0.357426033594047,0.809568772077937,0.477757961258131,0.630879120316047,0.338892197736748,0.93845390459243,0.798293605763414,0.586984792590037,0.532191030725174,0.108479597712517,0.459879027024221,0.78786325005448,0.508554030219099,0.490870288505511,0.437878241964935,0.575778367441242,0.188790357933209,0.186288964326752,0.586692868060104,0.504850212071342,0.193753662092741,0.283318975599459,0.491384282863375,0.673472218209136,0.43306596344724,0.410517452995203,0.328844154616766,0.323821034227849,0.442999647175803,0.309020018621974,0.925375114332195,0.42160344805794,0.77326829866863,0.135917463561817,0.115596818807102,0.328996963359446,0.468360379649334,0.46877877100079,0.185851249426808,0.479949552146608,0.328725936689645,0.520988288751251,0.310581156272143,0.242626627555614,0.572757061910052,0.146144751894239,0.216328963051251,0.219839156629773,0.501184573186602,0.807336788214725,0.179317373719672,0.436165175567573,0.318952071581861
"M1_L_1",0.768688293370945,0.907094545419258,0.785215101661024,0.565303757656017,0.755888981507209,0.558484564606436,0.33330677608254,0.75029806645586,0.762249159621066,0.691372409949846,0.288746960844794,0.90261152127685,0.958804429609506,0.699840283939663,0.817476214321482,0.6022260009275,0.654226170707406,0.946594533700984,0.677289123974357,0.823119233300978,0.873572650523651,0.85619556466369,0.858963313949314,0.806268530283778,0.67856318152662,0.730434181415929,0.807449117619302,0.569751342969485,0.86268685786629,0.791472974488715,0.74955845990816,0.926823010658236,0.845529311516846,0.768061386998697,0.925251378527408,0,0.795345474489859,0.375907212556864,0.645776566757493,0.600450966621077,0.627348828925105,0.402351738241309,0.606327061944294,0.612682950122962,0.340765338393422,0.894008683068017,0.669150218088627,0.928348514449547,0.226761241735628,0.673910421842213,0.742154167061724,0.826352921985237,0.686196368311104,0.920181328712442,0.845046627922692,0.927917392386166,0.905421863370847,0.796103134324552,0.827646676769864,0.830466436459659,0.906770906700474,0.515524695401546,0.958720471766037,0.676661099115982,0.832830296754863,0.942848971615148,0.872860356067249,0.707867647058824,0.883467750426415,0.879291094013277,0.707833700848235,0.825960348467568,0.920560907484467,0.908957052456474,0.679935373119257,0.881435974590438,0.953821105290242,0.92489920039098,0.886642144410348,0.778390714475729,0.744999678435912,0.762706807298116,0.910630375033248,0.88486574450773,0.895840628052264,0.922840297359651,0.611067041657652,0.889917332014414,0.524921793534932,0.9468145537872,0.930530164533821,0.917627579681864,0.873536027301637,0.880877986298445,0.931808637421259,0.780277395604804,0.918251540541739,0.881996974281392,0.894404127452092,0.929421543809272,0.845464401879292,0.940746125385598,0.83565396028304,0.922832534035588,0.858360465357417,0.5009835306823,0.952073044776378,0.791053900757396,0.916429690673786
"B1_S_4",0.383389480050919,0.758437347662937,0.731251606109798,0.664997707130357,0.138264656507741,0.583207247237278,0.85485722485292,0.073145207054367,0.92129578376353,0.200574136671706,0.735717106944541,0.778346492677405,0.88038478928577,0.670737758433079,0.712388404708035,0.901265544183999,0.581259782007666,0.854786322358266,0.676884350340986,0.674181268392775,0.766929399497025,0.755345316934721,0.724197092112289,0.91541107804105,0.812020512820513,0.661920760261555,0.716223188619444,0.870243768425279,0.746703735766132,0.0951687757631662,0.286465704490241,0.75721000526885,0.30442039123285,0.678458312887541,0.827457450026121,0.795345474489859,0,0.729621401250544,0.417614682194069,0.352291997762605,0.378060923618294,0.72218078177709,0.833291347151825,0.383933551111465,0.842760167499791,0.7499236043095,0.214328287042556,0.786910907092049,0.743498353079986,0.62668773628308,0.378511215036788,0.723623644842832,0.699397590361446,0.816350982198484,0.720363244051411,0.78867571361722,0.754299837629991,0.0402856579552674,0.384632715947119,0.18152882996633,0.818069820577455,0.930723258934016,0.926492420839456,0.583883886674286,0.705550637053004,0.833071224824026,0.72980619351816,0.24870489262785,0.724149640613504,0.722407778520003,0.667876738442157,0.690757414723164,0.793873085339168,0.7811571996149,0.574416882636061,0.724029666951805,0.834816789409479,0.778040034496845,0.722626517654921,0.267568565887894,0.660821232428492,0.653700340883749,0.762613015950998,0.766389999136232,0.739901407951201,0.772942994958949,0.391346902902343,0.741021565613139,0.625935047826336,0.819506367465576,0.815790132732282,0.768199795512368,0.733089911623387,0.727964962017955,0.799331651094592,0.683147688116035,0.768075057846524,0.720940884584188,0.757818976269978,0.787581746733756,0.697750674797561,0.818146732116797,0.696488861058571,0.78593973362773,0.724992037172353,0.652560034102212,0.828861184975423,0.692481965062899,0.768299476653406
"U1_L_1",0.766110994810546,0.87554467380547,0.683928191563156,0.489779349414545,0.828438669467592,0.591094339622641,0.259114340724179,0.649834446910269,0.743700853017379,0.682339103685385,0.390812557710065,0.792456362535103,0.906147321210939,0.502435026556762,0.685618917510528,0.616266098772944,0.556436001809136,0.882000250344223,0.74479390119138,0.763651400806368,0.726094331502063,0.707481369506988,0.705261482130064,0.825507834054075,0.452749924035248,0.6482487876222,0.671406539609774,0.633952745701525,0.695386406636589,0.726510797132978,0.682770584226504,0.899148745897698,0.792462302547828,0.703139294140305,0.83467132856409,0.375907212556864,0.729621401250544,0,0.549401971741705,0.492557797565558,0.691588964721715,0.342622737335591,0.703302449124715,0.617002164060267,0.532088285229202,0.75965563852544,0.752771887306877,0.807041024148967,0.521410915892845,0.530518945634267,0.853835697039787,0.716049688824973,0.420369498089705,0.844595833302779,0.700924710745048,0.807542381600155,0.871318207692933,0.731364226330375,0.769478985514531,0.772769729128162,0.870990280321172,0.6180639391907,0.904916977488309,0.593757229548164,0.632806248809297,0.863689688364818,0.695169657997683,0.627603700873185,0.703304755623947,0.704283331558962,0.615733518229618,0.61070630123375,0.803763157339633,0.802119332139734,0.596248277811142,0.702374670184697,0.871647113134561,0.799603764239723,0.710616985756403,0.709839280711138,0.669961757702576,0.691703763658438,0.774437296885239,0.750220618257972,0.733744010951403,0.792154377433165,0.66952772073922,0.727802106386652,0.316958933898352,0.854238387916584,0.834118233697158,0.78296295305246,0.700533483322255,0.713437723876778,0.823704886349313,0.630877884536421,0.783549551959342,0.698101894358148,0.766854258155078,0.811606936416185,0.624722245082709,0.851311188811189,0.779186517331684,0.809724076546506,0.679609544468547,0.283049718403682,0.867261846365153,0.65455785405774,0.783249805979769
"K1_L_8",0.540187436853291,0.694249152799555,0.604787700874618,0.525881375978258,0.578618187883084,0.408573542199323,0.722539242351519,0.437413446091918,0.79462976946653,0.48337335531776,0.595073841279575,0.666504144319844,0.831068020472901,0.490468571428571,0.559618743030277,0.711378848728246,0.341829917051156,0.794974732226882,0.461826515303651,0.547362581863041,0.556948636085746,0.574342733624893,0.561922961803237,0.802098450676603,0.605048128342246,0.48549535986338,0.54856008783042,0.682950761179829,0.551363180647039,0.526937130237277,0.298655924243003,0.727956861588661,0.455002691799966,0.522585342630709,0.702246390884961,0.645776566757493,0.417614682194069,0.549401971741705,0,0.309514872853524,0.383850866352904,0.458348012682958,0.645218746521207,0.367573562636069,0.665698189419977,0.581645885286783,0.532102452509687,0.671746562886448,0.592139139454333,0.397970004544766,0.527611879244048,0.589659354616905,0.469557536336626,0.721764390529741,0.564145137366895,0.674078723213485,0.689706771028172,0.387306976234805,0.403578078199628,0.434817826752961,0.759316415747844,0.837082040675629,0.893234290473782,0.36197098848512,0.493056009197685,0.736210970087947,0.554752906281395,0.229152542372881,0.545747021198133,0.537589075849718,0.456319214399811,0.425613952652745,0.684230008833551,0.665997885430282,0.346507159238827,0.545654760397944,0.761746020081636,0.659176994781082,0.519544034744951,0.319879500453336,0.465151158057121,0.491449465782585,0.593681696753825,0.613539520275272,0.579993677777388,0.648705705942704,0.399705845967753,0.576354230760466,0.441588785046729,0.735477324405798,0.716967018021081,0.638054942607851,0.551751650105172,0.560433978010813,0.696096599723282,0.505345201092587,0.638497890124569,0.539550503745802,0.629859786434878,0.675878101509711,0.437616131030211,0.736007685029361,0.555860489916256,0.678208740377948,0.530936992100389,0.472396937470435,0.753250391140079,0.527988804478209,0.637907948118392
"B1_L_4",0.357646247953821,0.774256844576747,0.583841714756801,0.49063614744352,0.367712727646877,0.382855099669259,0.649736572134027,0.305077939619611,0.757945460519111,0.231257844474761,0.547969648961894,0.833577346400951,0.91411176059608,0.671623966290363,0.763643159730875,0.695890537890136,0.58639432145339,0.895055892030321,0.469497503230087,0.709158547677382,0.749316920245046,0.763370828907002,0.784962098860696,0.790387260504853,0.585447515514898,0.704311796508021,0.752609755589357,0.68179562768162,0.752560652634042,0.34226388629968,0.286641386986624,0.778176703980242,0.471878996017683,0.704977626055266,0.844408198910922,0.600450966621077,0.352291997762605,0.492557797565558,0.309514872853524,0,0.164425016812374,0.468824563606681,0.643691365115834,0.164528677767159,0.58931789823929,0.799129132679198,0.279418366564837,0.847151050937663,0.589117961156262,0.666842653887287,0.250308327524264,0.774768568759378,0.592651480566094,0.855228976471461,0.778689956331878,0.847075930063482,0.780334089738945,0.349273662365785,0.422604737635029,0.428410363089236,0.860038267318921,0.827578973864161,0.911140981583163,0.606267330863046,0.740356559852954,0.88316012256373,0.77895605043007,0.172080914201456,0.791982177052956,0.791445749201024,0.65260162687625,0.742179116236739,0.840646670496075,0.840315710554718,0.600966761471137,0.791064487192266,0.890252870212724,0.8432718324864,0.795748330576487,0.306969980063757,0.707665637816583,0.689960679411499,0.827361563517915,0.80547652916074,0.806509674516274,0.839144076549802,0.171749381831939,0.801145809930353,0.586321880414528,0.878081176479222,0.862323450820715,0.833106784472075,0.785853774708264,0.794722106391851,0.857077659671571,0.734227440425088,0.833891225931514,0.789674368946847,0.81993006993007,0.850530815945049,0.744591614465656,0.875111839609474,0.738240546626291,0.848266761583137,0.775142938644904,0.584469015170995,0.887471634208298,0.743750958441957,0.833754391505151
"K1_L_16",0.400037425149701,0.808363858363858,0.705424983902125,0.536270371509239,0.313386363636364,0.383613767560295,0.740402723453571,0.350720248650156,0.882367267413541,0.221835385455207,0.586804529788282,0.898282892521791,0.954051769725513,0.785743012266238,0.835058882945754,0.832514443064629,0.663781270134745,0.941841625023451,0.524302342253099,0.758580049446606,0.894529894761189,0.88668567620421,0.865634580789014,0.879210615855733,0.823324168314762,0.773762241902459,0.838817457025669,0.785983954695611,0.881479211118839,0.370327769024812,0.313517309757911,0.802726112938965,0.478478831316336,0.771198145067796,0.907709945543136,0.627348828925105,0.378060923618294,0.691588964721715,0.383850866352904,0.164425016812374,0,0.64148659060058,0.734499155352562,0.101242684444171,0.712619037803521,0.855694447453368,0.247446401831042,0.918603739563326,0.538658618668172,0.74829542819153,0.153655627924044,0.839513954185222,0.812342407008632,0.893432839736107,0.85506613275088,0.918280275680998,0.813963923539442,0.377961432506887,0.425664803889341,0.453651601188794,0.89117431325351,0.857811038353602,0.943901806171857,0.671396172142936,0.85273069130872,0.914926724571582,0.876955602536998,0.150712463603803,0.883095025952169,0.866578362790954,0.770724219949149,0.800704673506449,0.915606717568262,0.889702015385027,0.652454869179052,0.882094718181051,0.94192879363982,0.91436740676514,0.846323783224025,0.333438995784068,0.736600557285691,0.750822723797494,0.868195220701492,0.898437669759458,0.892360707786425,0.912389228990967,0.0648112436168407,0.886408618313917,0.724744171731938,0.934750277382142,0.92949289865207,0.908388545266448,0.883701029549405,0.880821459629407,0.922154451461064,0.810815022596229,0.909295954405924,0.881907667510937,0.891073904233763,0.919079312797825,0.811195401943668,0.930079145565013,0.760501672240803,0.913150124057774,0.878441747504864,0.68485095126666,0.937241304583379,0.816549741790899,0.904777408782097
"K1_L_11",0.617756808921295,0.876068613815485,0.651346953534623,0.578151434588958,0.783920408712019,0.585001531559127,0.511195642776865,0.712016781540306,0.689080291970803,0.670304439439076,0.291939173731665,0.824016119351796,0.918161721146853,0.658973736883605,0.726918995401486,0.482440454903083,0.541731574756811,0.903092821622021,0.511893630845787,0.754567717098832,0.679571027154374,0.732265475594573,0.751110022353554,0.721216491769036,0.436394704877195,0.644320574020814,0.713403301628949,0.489936996849842,0.695403670884298,0.713837283079355,0.690111052353252,0.89397272510968,0.783944934017274,0.692480280455741,0.834920778224168,0.402351738241309,0.72218078177709,0.342622737335591,0.458348012682958,0.468824563606681,0.64148659060058,0,0.512800127206233,0.561663526349527,0.467988765976959,0.74100993672012,0.734584567784118,0.837985162399349,0.411597866633782,0.570771068763587,0.787819101687715,0.745409506860187,0.414683270699777,0.83522244465888,0.74461404273877,0.837960390317633,0.867443328305359,0.721767780049989,0.760516974249348,0.763828693873198,0.864502650382833,0.673825611325611,0.914074670084718,0.584713419205343,0.674625834257761,0.883299501753091,0.7407025459233,0.618863089471546,0.755811305551176,0.756222709278421,0.584535809388375,0.67622571692877,0.829334210228849,0.830653261233476,0.58811090623044,0.755004003202562,0.891772087687397,0.832738803012287,0.762333134937505,0.699732168203305,0.660695879878541,0.681504391287894,0.811522931980536,0.786794521945372,0.77952114749221,0.82692693194347,0.611711166233715,0.773025222776016,0.47977481234362,0.877314672001833,0.858077676387497,0.81901038295228,0.749648520516593,0.762224948875256,0.852348443753007,0.681086709579705,0.819694832338972,0.75198682609007,0.802295695570805,0.842425195788717,0.680097058881083,0.873788484075997,0.77033402528779,0.839963628097295,0.732475483837493,0.392315270935961,0.888490966630613,0.697739618012967,0.819668373194773
"U2_L_10",0.546485128265062,0.916079567160334,0.623869108115763,0.71332264195771,0.791498603785293,0.698815410447186,0.689158865794782,0.823975878561031,0.334094817628789,0.776437053417356,0.644214459021321,0.950000973501295,0.973959557146609,0.840033967571584,0.896092619392185,0.431163723447752,0.735831646624598,0.971962235799111,0.512734593692687,0.856102791609524,0.814596051256668,0.888561908142584,0.935770486538564,0.439307259087772,0.410080874618475,0.836923717348319,0.884059374772986,0.263304915653909,0.864511888077195,0.823384212382248,0.802940985942865,0.93285377481635,0.871054485959356,0.817944480119588,0.925837455035971,0.606327061944294,0.833291347151825,0.703302449124715,0.645218746521207,0.643691365115834,0.734499155352562,0.512800127206233,0,0.736908652030411,0.463576457844376,0.938104317036634,0.759036144578313,0.970646552605221,0.56674232469239,0.82704168526878,0.775798967387752,0.895051793603301,0.662843350421895,0.94390493917078,0.921849427168576,0.968570163789287,0.915751736500112,0.838153492477268,0.859043412689863,0.861063480076407,0.92485427050773,0.767633160259028,0.968931603826422,0.770165908089855,0.897961401710994,0.969950239141988,0.935112901871905,0.786531546256947,0.962649424855274,0.957671182716954,0.757520488015281,0.91840597758406,0.952497400005622,0.95151178404408,0.771957216442194,0.960820672329226,0.982450656101196,0.973326715366272,0.963091625991235,0.827419586682736,0.83369452790228,0.817681034783316,0.963709770446418,0.934767759562842,0.964191651086942,0.973575094694847,0.736905488559315,0.952821706246364,0.800108818482401,0.979947753481067,0.964312750081107,0.970597738287561,0.945344817816059,0.956367038543867,0.971303479243099,0.879701107112442,0.971460541949773,0.963208038476856,0.950986959628439,0.973927268662934,0.920556501049223,0.973891083543783,0.864642368151961,0.967307484503473,0.940300727278136,0.774558885699664,0.981658757533542,0.88133809144823,0.969251762565385
"K1_L_3",0.432164626806745,0.799184221806821,0.673715214467811,0.494840395253456,0.362905598644179,0.348576097811942,0.73202614379085,0.364061264111598,0.890247449011848,0.220649353920556,0.542499266892883,0.864261581850208,0.93903288484804,0.741503887110472,0.788700067785323,0.830192271083191,0.61065519813929,0.923200629389238,0.511317989360547,0.720969621913018,0.859345814690934,0.849175141242938,0.814785048945337,0.885952864912377,0.767139959432049,0.720480260375956,0.794061817270155,0.784045897795698,0.847449753044159,0.382637616506015,0.338294719109509,0.790284151782145,0.503915527312408,0.736465547721553,0.906860388139786,0.612682950122962,0.383933551111465,0.617002164060267,0.367573562636069,0.164528677767159,0.101242684444171,0.561663526349527,0.736908652030411,0,0.722785338932741,0.85421963375707,0.293656612646323,0.881003120865358,0.540953886203049,0.679589916620705,0.191958058775432,0.79732900968554,0.745614035087719,0.895552447926773,0.805837963137937,0.881628797295282,0.794736282594499,0.373878122242843,0.451978856660596,0.457845309697162,0.876553964347374,0.857831937039858,0.943241484439769,0.606951601495403,0.80999146029035,0.912941079815421,0.827274354068303,0.172997251458068,0.826521263705411,0.82886930476355,0.724396821925796,0.791380265172492,0.882817423540315,0.869798633123843,0.600717360114778,0.826134242589027,0.915602202935325,0.874560450099099,0.830124510029975,0.327263994410968,0.723188599312948,0.702302329847734,0.863850032438339,0.861070228853262,0.841338921126155,0.871021979359092,0.0418541417149516,0.844082451137414,0.656378306608109,0.905149619502128,0.901054539462844,0.865465848409979,0.833605083824575,0.827504462293619,0.889685104811155,0.756147679496019,0.866622655254052,0.824211872695809,0.849168475924926,0.881911112003695,0.802236991408656,0.901165618185526,0.752399907349421,0.877648932657382,0.82592170277461,0.593554823039556,0.913147516284841,0.765603065599271,0.867667687887868
