"","K1_L_10","B1_S_8","U1_L_5","M1_L_4","K1_L_12","B1_S_1","U1_L_7","B1_S_6","U2_L_7","K1_L_1","B1_L_1","K1_S_16","K1_S_18","M1_S_6","K1_S_3","U1_L_3","S1_L_1","B1_S_7","K1_L_9","K1_L_19","U2_S_7","U2_L_2","K1_S_6","U2_L_5","S1_S_5","K1_S_5","B1_S_5","U2_S_2","U2_S_9","B1_L_3","B1_L_9","K1_S_4","K1_S_1","B1_L_7","M1_S_8","M1_L_1","B1_S_4","U1_L_1","K1_L_8","B1_L_4","K1_L_16","K1_L_11","U2_L_10","K1_L_3","U2_S_10","M1_S_3","K1_S_7","S1_L_9","S1_L_4","K1_S_11","K1_L_2","K1_S_2","S1_S_6","M1_S_1","K1_S_10","M1_L_8","K1_S_17","M1_L_6","M1_L_9","K1_L_20","K1_L_17","U1_L_2","M1_S_9","K1_S_14","S1_S_7","M1_S_7","S1_L_5","K1_S_15","B1_L_8","M1_S_2","S1_S_1","B1_L_5","B1_S_2","S1_L_8","K1_S_19","S1_S_8","U2_L_3","U2_L_1","M1_S_10","K1_L_4","K1_L_7","K1_S_20","S1_L_6","U2_S_4","B1_S_9","U2_L_6","K1_S_8","S1_S_10","K1_S_12","U2_L_4","U2_S_8","U2_S_5","S1_S_9","K1_S_13","B1_S_3","K1_S_9","S1_L_2","B1_L_6","K1_L_6","S1_L_3","M1_L_10","K1_L_18","K1_L_15","S1_L_10","U2_S_1","K1_L_5","B1_L_2","M1_L_7","U2_L_9"
"M1_L_9",0.535245944124812,0.572692063125036,0.753331314354936,0.70525165952441,0.502524655997165,0.633291303191717,0.876222790624837,0.397954628464754,0.935624768489937,0.424152610874603,0.777623957898594,0.440733735782574,0.681920859802094,0.504329617734114,0.330762486439897,0.91621613751735,0.389187097208434,0.617197118591709,0.712654507388171,0.356795768278306,0.4035530680806,0.385497528723642,0.316539818668017,0.929037820114195,0.836964352480918,0.268620952558776,0.334530016386117,0.889153151803438,0.355476102288103,0.468331113628985,0.157947992903083,0.585477889204876,0.125684495429084,0.335056150662421,0.477757961258131,0.827646676769864,0.384632715947119,0.769478985514531,0.403578078199628,0.422604737635029,0.425664803889341,0.760516974249348,0.859043412689863,0.451978856660596,0.872095688595303,0.311241790788514,0.470290039582417,0.436993338149129,0.786507843158221,0.454143370517999,0.445326481793213,0.366536101771292,0.738970696582414,0.481810452613153,0.324468330843741,0.442295216533609,0.545311605479806,0.356408949458096,0,0.185353882877342,0.597839524097935,0.944664215572206,0.874448337462843,0.361424659364146,0.436664857460391,0.486851276207144,0.336094328590918,0.303688780160215,0.380118641629503,0.362786703462536,0.285917582127986,0.471682262201607,0.4643964216494,0.447319465584306,0.356622877442865,0.376469992744943,0.555577869263982,0.416999785233783,0.360491788237453,0.167868829386721,0.259742018994867,0.285673828905042,0.350284772615571,0.393932877438963,0.325847372844051,0.403449254790632,0.457798598184943,0.335302528006033,0.679383018943812,0.518095620040677,0.509521343751636,0.391712331738068,0.344724916976132,0.334353443690727,0.469415002487609,0.310071665006267,0.39188886399283,0.394298515630344,0.390585836271719,0.438910469540188,0.472416590157505,0.52244877319744,0.298915385720442,0.445429843024051,0.383564754463723,0.696156672773758,0.545150861489303,0.298098295875525,0.395183588097933
"K1_L_20",0.440448094248986,0.625513144781484,0.75535539704853,0.709309389276769,0.275905228255857,0.637444582222147,0.878362766133025,0.195261903962954,0.936684946804035,0.287017961513223,0.780820539648685,0.535497309494879,0.735519060888125,0.509263520839997,0.440303510258205,0.917762463286814,0.395618953981519,0.681937627493074,0.715822057697217,0.448300634165676,0.506428273271184,0.491152715545535,0.433210251103428,0.930062871922115,0.839247040138608,0.381913228524947,0.444317267148628,0.89093603816405,0.466699637322783,0.267503945291952,0.170928241902549,0.633755682495925,0.125521873298239,0.435589711672462,0.630879120316047,0.830466436459659,0.18152882996633,0.772769729128162,0.434817826752961,0.428410363089236,0.453651601188794,0.763828693873198,0.861063480076407,0.457845309697162,0.874218886726994,0.489786506410484,0.3016931524449,0.534881559996549,0.789733840304182,0.459762404900178,0.451315016355489,0.4684190256114,0.742530789851976,0.630051365180076,0.437805743591309,0.539143744949777,0.60398399659707,0.151527654845171,0.185353882877342,0,0.659156871730721,0.946135213013879,0.93021267345386,0.367660313391491,0.443240753377917,0.637938882651048,0.430649300499586,0.326985686108317,0.412871867929272,0.415441783649876,0.397312831230873,0.565838124723574,0.556632154227983,0.544866612772838,0.364778008503906,0.413953566087705,0.632051686101481,0.518068480158348,0.415355891877602,0.154386307795399,0.389332796168222,0.393009389941817,0.49252768519514,0.499136245690115,0.443776565374611,0.507078045037625,0.463567285485094,0.451036565903482,0.683712516524038,0.601158767017256,0.594269400587161,0.497824138796286,0.431761645855785,0.426544971143246,0.561351956285246,0.39181863771323,0.497706290498308,0.406930768514364,0.494090299382694,0.53639861943111,0.518324422564537,0.603867323129138,0.477396075447472,0.540505232114447,0.41556862287818,0.700413223140496,0.622983245838189,0.411705309538198,0.50027350548787
"K1_L_17",0.911887750710166,0.101375500310051,0.893151782138566,0.877790524146473,0.924416752553172,0.887151234203074,0.931983358364838,0.834291230152053,0.959986511224588,0.88656773852185,0.876222089823247,0.375576631781878,0.11298524122535,0.693046803363443,0.502206207486993,0.952514321384575,0.646113363203186,0.0638872573906869,0.922643571848987,0.368802688945864,0.510520135825585,0.499596761185845,0.561719032848322,0.954416239954808,0.904930909711009,0.54491754384266,0.512569727121966,0.936144421836443,0.556229759996957,0.873596106885902,0.68828165769916,0.159985315906096,0.563796543209876,0.436745231577307,0.338892197736748,0.906770906700474,0.818069820577455,0.870990280321172,0.759316415747844,0.860038267318921,0.89117431325351,0.864502650382833,0.92485427050773,0.876553964347374,0.929621667605504,0.599344286383381,0.916232737151913,0.404318165834447,0.895637167161273,0.678035542418967,0.935892196619618,0.435945662591511,0.852408047031864,0.297568592460406,0.535373069707028,0.395567934758882,0.0328984093683481,0.803170409511229,0.597839524097935,0.659156871730721,0,0.971221880642171,0.944395162775934,0.632071273992274,0.663253791177365,0.24750960645408,0.593725763150045,0.793970789548843,0.62677718474565,0.614200477929846,0.544683051321825,0.739634624803172,0.358441239799825,0.346720135326766,0.631752887337091,0.62410575269419,0.194055767410008,0.435078866055888,0.621891502640422,0.695485254496799,0.523231882545975,0.490461686809544,0.499371394764088,0.481503618357532,0.572772382120912,0.457559754403918,0.890182311237709,0.559423254907692,0.820522068436951,0.263565124078862,0.283764152189312,0.475578073427576,0.600139825218477,0.593666491845858,0.3498097414088,0.575914730519994,0.474996417824903,0.636682602540165,0.455421247092095,0.399374778037434,0.711046728677116,0.246422558100469,0.384501754672325,0.378550844858053,0.627951386243709,0.832101028034707,0.209041474829004,0.537145169682604,0.467569231900442
"U1_L_2",0.889006862618154,0.963690088646266,0.906649751559361,0.834781363375979,0.89617823479006,0.814436646482049,0.532537089604199,0.921958943618164,0.838345721364589,0.898342332101923,0.704710059171598,0.932163470248725,0.969383973820323,0.883649184662847,0.913140311804009,0.67630147030448,0.849511307014182,0.966632250476926,0.823713114231693,0.943677207658746,0.886629905143049,0.877058319732398,0.901306712117523,0.895897388117643,0.751528746581446,0.908019601742377,0.884121373324467,0.722929721716865,0.881186683339676,0.9280285067812,0.910471313305743,0.974732811108974,0.949252665408356,0.910705298727443,0.93845390459243,0.515524695401546,0.930723258934016,0.6180639391907,0.837082040675629,0.827578973864161,0.857811038353602,0.673825611325611,0.767633160259028,0.857831937039858,0.676632739609839,0.928352588242803,0.871973175331974,0.955880321573611,0.614067166453343,0.866396414399498,0.931647835328337,0.928736351313104,0.705222217720698,0.954573577778501,0.908946171341926,0.953345594201331,0.968407011303269,0.932990693151827,0.944664215572206,0.946135213013879,0.971221880642171,0,0.967745035071838,0.889644179832169,0.852254934674915,0.960802042781196,0.897545079296111,0.901475983989326,0.931558564921938,0.92481378569594,0.864157854103453,0.845817638094143,0.93644427494064,0.938330688055054,0.891326045075784,0.928785245268443,0.975559064108396,0.958381055794374,0.933419053185272,0.928266990814113,0.915823828993616,0.921846895163287,0.944123314065511,0.914155660982177,0.938282703685894,0.957921801022168,0.857772470073076,0.922239936229574,0.721282120153998,0.971384877503053,0.9516900055929,0.953669215186565,0.907310589277802,0.924470562146579,0.958395063239994,0.900494150441357,0.954342820751482,0.931572870124002,0.926855895196507,0.960284504378572,0.865138425569526,0.964072212473604,0.948037798777098,0.952088435997852,0.896192778003781,0.714901256732495,0.974334696879165,0.910855225530941,0.951449785572553
"M1_S_9",0.950490919953557,0.944870075893075,0.931624414006695,0.936949466852109,0.976162068812107,0.943434396510956,0.949560156859722,0.922198470930345,0.971264391626238,0.947419813975042,0.941417334831546,0.928581357517742,0.946454946360335,0.919688804585861,0.923295788939625,0.967823625800685,0.907521016965319,0.943160118394042,0.964640172222364,0.931466876391941,0.91195502614302,0.914149912674551,0.921246751501971,0.979328940667427,0.906604770463228,0.922530552122733,0.916683262277026,0.964334240684402,0.906637933153612,0.930775379696243,0.91684532386743,0.952957321656314,0.913912685854495,0.923388844177552,0.798293605763414,0.958720471766037,0.926492420839456,0.904916977488309,0.893234290473782,0.911140981583163,0.943901806171857,0.914074670084718,0.968931603826422,0.943241484439769,0.978456636520718,0.88122637346912,0.96818452972758,0.929773399618059,0.961862549315669,0.91708197131272,0.994622961911163,0.927048751337713,0.89396308746828,0.837094492508156,0.922801587334429,0.929222258998444,0.947346919491867,0.928154454124871,0.874448337462843,0.93021267345386,0.944395162775934,0.967745035071838,0,0.919685617429231,0.904073518182058,0.860430422769079,0.914418153260717,0.909655466477534,0.921882066446339,0.916212833901523,0.909018806214227,0.862464234620887,0.924237377214215,0.924071618037135,0.915994930728578,0.921311873987852,0.940560114281918,0.929918948042416,0.910082096703183,0.926922258895445,0.911120012098076,0.925355307773084,0.902872334046253,0.917372012972801,0.923517534447946,0.929407295133544,0.95529115641401,0.918789709013188,0.907347531965859,0.937331927050228,0.930312409664888,0.927929152589809,0.917374157740244,0.920640347353396,0.932026491632665,0.921272173946169,0.928224768331588,0.921832990150432,0.926575844883667,0.931012097513289,0.886371754116512,0.935928937233411,0.876529927954872,0.929606562815738,0.915506389471677,0.906678566972812,0.938378436483835,0.92308489084634,0.926522007199825
"K1_S_14",0.782474022582795,0.672416894363121,0.763366506253017,0.643574032010987,0.789797999522663,0.650326752800251,0.775081430122479,0.616201224177506,0.903891167813854,0.685543740547031,0.608756573799429,0.432035426905006,0.723786414227222,0.24879994268383,0.267623220153341,0.856313084816123,0.0488276081088234,0.65403688422175,0.760837587609241,0.34657814008733,0.377249609748729,0.350043359697422,0.239724708826644,0.898255044489239,0.731358575281373,0.166588467132736,0.27297909292765,0.814359943316013,0.30991944453807,0.706099317136619,0.287281439971486,0.702796482734235,0.41987060367255,0.281746684337303,0.586984792590037,0.676661099115982,0.583883886674286,0.593757229548164,0.36197098848512,0.606267330863046,0.671396172142936,0.584713419205343,0.770165908089855,0.606951601495403,0.767858498443787,0.356304924556458,0.755621719939294,0.426032272034042,0.61413357221061,0.110940064191005,0.771211772821338,0.324656543745481,0.550546051169866,0.587690854312414,0.254515637270753,0.433603028503563,0.626426115495819,0.542799901718044,0.361424659364146,0.367660313391491,0.632071273992274,0.889644179832169,0.919685617429231,0,0.156250429334909,0.596823967691635,0.2278544416339,0.455523497481539,0.186058623222274,0.204226730154589,0.199865959229266,0.294249690255812,0.464586355778336,0.455145447514287,0.0145752883202663,0.189124541540424,0.582444238873471,0.396439633078362,0.203973734710129,0.284105283396918,0.195843378873114,0.203808232814767,0.358262333017776,0.362461026813552,0.252599223600583,0.376114081996435,0.643230865110077,0.273521569374345,0.433144607057651,0.535589940499318,0.524881212526538,0.358838383838384,0.227307263701753,0.21921366395094,0.471450463632349,0.171097041216033,0.35881010234887,0.172888442429343,0.357679585085964,0.428879088363905,0.217253740874588,0.540925187643377,0.382345812664609,0.4385942619603,0.192536069931365,0.450406016165632,0.572240959800299,0.214366843605851,0.3671926910299
"S1_S_7",0.880322295188859,0.708183380839444,0.84720362426332,0.801780036378279,0.932591127437129,0.821306434462741,0.800721370604148,0.738144105019979,0.919970942551002,0.847159570618743,0.757268292682927,0.393066974552836,0.700736050224604,0.293529727771323,0.259129878877131,0.882365537670866,0.159609845691466,0.629877419574314,0.896341779366807,0.429458896615015,0.286069964013725,0.272519780888618,0.184399753176592,0.948118447362018,0.675368609178528,0.207519405510797,0.242039165358481,0.876368986907887,0.193707211854075,0.828984335911942,0.396643336519389,0.74190241902419,0.488809115030435,0.337333199558543,0.532191030725174,0.832830296754863,0.705550637053004,0.632806248809297,0.493056009197685,0.740356559852954,0.85273069130872,0.674625834257761,0.897961401710994,0.80999146029035,0.927493927208149,0.291174980871402,0.905827099523083,0.369833884450687,0.830181380555317,0.177272308684041,0.985731849850488,0.334868799868389,0.457487957962341,0.568975098227653,0.220076008928033,0.37680282109673,0.675760635466976,0.672408558977623,0.436664857460391,0.443240753377917,0.663253791177365,0.852254934674915,0.904073518182058,0.156250429334909,0,0.55575315905596,0.131823255203204,0.613102326713022,0.0978337220083729,0.103986182695471,0.215562443196383,0.226803488336261,0.402161424673273,0.416644476398431,0.160610862200852,0.100225020615243,0.548990381911244,0.340530435318528,0.108449931412894,0.414714664199504,0.239413661819325,0.287597548608968,0.282322939354472,0.286725682847477,0.17440607522192,0.317524038717509,0.849266395074586,0.182192889608368,0.450393610735185,0.496864122424661,0.474969572737172,0.296561086963662,0.128519232046768,0.141212443499069,0.420293744074134,0.166122433175441,0.297206777286459,0.083315466746709,0.314701045148284,0.376103361980329,0.130556152029203,0.507046124249966,0.456123256298147,0.392527753254316,0.0895514086269711,0.521563885530028,0.534965085307033,0.218057859746425,0.301143418594858
"M1_S_7",0.943611884519354,0.33156719231922,0.918129053951979,0.908843528493774,0.965210906658933,0.91956289978678,0.938661221206355,0.851496887114474,0.973289347011608,0.922544003525178,0.906843991012328,0.233786624797083,0.316303232851329,0.648437353998343,0.399213483814544,0.968240016407372,0.608716484526271,0.198543953904851,0.963470782968253,0.280491202724318,0.380853939731255,0.366586663883961,0.447662528534351,0.984823637641493,0.873548765664948,0.476989539297065,0.402731331628486,0.962792156415502,0.43093069545811,0.901267772126365,0.66362741513626,0.382962931927145,0.499142005310939,0.353815582051111,0.108479597712517,0.942848971615148,0.833071224824026,0.863689688364818,0.736210970087947,0.88316012256373,0.914926724571582,0.883299501753091,0.969950239141988,0.912941079815421,0.979162000386175,0.43906647660709,0.953966891477621,0.257550340154641,0.938764584547072,0.629346333424883,0.991077223691133,0.330411495313432,0.796738953686047,0.0795598144332547,0.425589608926921,0.247438488505031,0.269142380165876,0.814732668495791,0.486851276207144,0.637938882651048,0.24750960645408,0.960802042781196,0.860430422769079,0.596823967691635,0.55575315905596,0,0.474007443772703,0.794134153954811,0.51686578579529,0.499589410706605,0.475864059455949,0.588411698351996,0.205019437814627,0.199598235549941,0.596509948338907,0.513335745058704,0.0807927513716898,0.293713450292398,0.499876129503344,0.68080090203984,0.444495867768595,0.421961334034227,0.339493637003718,0.342219499083831,0.451988740359248,0.319151132186907,0.931636712854987,0.432231903526939,0.783856967709422,0.106017054248661,0.123744972586598,0.339215355336596,0.479374129219074,0.477515317328812,0.19811320754717,0.491229069730637,0.338725632819319,0.529129472445812,0.323337015183339,0.253175727203399,0.589110677905604,0.0882069226404388,0.228583822378229,0.230947796320068,0.512874015748031,0.8151968395001,0.0647687286914985,0.447778493238892,0.329023760420097
"S1_L_5",0.90519637145404,0.652259083194718,0.870365592703322,0.840919435593992,0.947773847152157,0.849370638492141,0.85304383625396,0.765232377140316,0.948230098365044,0.861704137540147,0.800826460451638,0.284616056608718,0.638785812627024,0.354707624492045,0.134258672413065,0.926761634632144,0.247732455029136,0.552966829294884,0.928251866092302,0.321500062294946,0.18932819029251,0.164848252404647,0.0535152636447734,0.971041596944701,0.736388534392521,0.0777251184834123,0.125416039515804,0.917700888184455,0.101726657645467,0.847373494410061,0.448443039187506,0.68467400767853,0.394575885098106,0.230361341939836,0.459879027024221,0.872860356067249,0.72980619351816,0.695169657997683,0.554752906281395,0.77895605043007,0.876955602536998,0.7407025459233,0.935112901871905,0.827274354068303,0.951801641098823,0.17966434350717,0.921726041144004,0.256702253855279,0.873290674029439,0.254330218068536,0.984236210110758,0.216156891312891,0.554743935745568,0.489452109578084,0.0913557739339232,0.264827611027136,0.606467422640784,0.691627131683549,0.336094328590918,0.430649300499586,0.593725763150045,0.897545079296111,0.914418153260717,0.2278544416339,0.131823255203204,0.474007443772703,0,0.650932318820159,0.0635758373480889,0.0534471339489897,0.104195149257748,0.313937170883526,0.297917774457921,0.314558225384815,0.240598413034542,0.0591452556601374,0.4575058773099,0.223902322240843,0.0762901551812532,0.452807108536311,0.121191910499139,0.164149496395521,0.17080802129259,0.174358356428485,0.0448916226610371,0.198431403616486,0.863939749879085,0.0621452114997253,0.525615614606779,0.398233638126082,0.37958002106715,0.175920656857166,0.0168577535950253,0.0115565493188806,0.31566682650649,0.051023063276168,0.176512419363031,0.0803800919074694,0.193769986971456,0.263359506195253,0.233032143796095,0.408394596747909,0.357651833325468,0.280408648553437,0.063822244730012,0.579016069570126,0.444804460854495,0.0889235917456776,0.184575876735415
"K1_S_15",0.450345467670414,0.735615818830505,0.683497352756424,0.567222016537085,0.38839194124164,0.456483849216951,0.795415621486031,0.260262501592849,0.909261604296756,0.270401114024304,0.637896413813704,0.731925640849426,0.868540694222326,0.587409603377802,0.638386849678074,0.867757160207235,0.450950814807488,0.836198572684658,0.58640450089902,0.607562963386821,0.71413275207694,0.700307868972549,0.64651993937886,0.903295599428196,0.750994042719422,0.568144172795336,0.644723722476111,0.828411997209951,0.680574258055623,0.358337539069071,0.188320728449411,0.735450098033617,0.364938862113468,0.610007453141821,0.78786325005448,0.707867647058824,0.24870489262785,0.627603700873185,0.229152542372881,0.172080914201456,0.150712463603803,0.618863089471546,0.786531546256947,0.172997251458068,0.788785820200697,0.676371780515118,0.335538019929494,0.739670755326017,0.640985938315839,0.500478675350242,0.256002136466818,0.658890509575119,0.584092013099958,0.781268136074582,0.645069318997976,0.742576183654339,0.725590075122109,0.240974047010547,0.303688780160215,0.326985686108317,0.793970789548843,0.901475983989326,0.909655466477534,0.455523497481539,0.613102326713022,0.794134153954811,0.650932318820159,0,0.6381638837276,0.632678957064945,0.58138161571638,0.556547739849278,0.753373693083203,0.727971332527883,0.43992118418332,0.638744755331562,0.808345620565852,0.726953921946542,0.611422432211357,0.190818727490996,0.548146430904761,0.566382240582355,0.682593448633139,0.710320509032169,0.665405622951762,0.718732996502138,0.180867528901929,0.670018138253801,0.481780322748568,0.787602972943287,0.78220572529631,0.710999940206884,0.654887628450056,0.647674791342649,0.759004031223356,0.591388400702988,0.71103782889821,0.633059818669908,0.700118155228853,0.740684905845517,0.566402091446899,0.786547431126476,0.620882526107031,0.740429327260289,0.640127034341287,0.499837964147436,0.800918070024811,0.608747870900118,0.711707633873221
"B1_L_8",0.920568645902808,0.684000810718737,0.882267590862136,0.844898069320957,0.956962891811025,0.858366344919935,0.880889692301647,0.761138361420038,0.970646924775365,0.862389422172031,0.803591512334108,0.33088577769254,0.672596974381428,0.327303052069003,0.183142873069848,0.957582220999037,0.226168426460449,0.589481823479313,0.950942063712261,0.365926773058862,0.249872044221517,0.221324888955008,0.101132418074521,0.9918651224889,0.749405552295958,0.124535249321554,0.18011838556994,0.94588482351991,0.161575249994279,0.847514854286523,0.431572381460205,0.713537227179243,0.437383866459866,0.280088043392815,0.508554030219099,0.883467750426415,0.724149640613504,0.703304755623947,0.545747021198133,0.791982177052956,0.883095025952169,0.755811305551176,0.962649424855274,0.826521263705411,0.983714056413569,0.228293515718034,0.933633959769572,0.299559345039525,0.885009253547193,0.209837625646821,0.993968725635858,0.262737282847193,0.553685024426247,0.528140901205348,0.138227645529106,0.309792692919912,0.639305527524404,0.684242848780862,0.380118641629503,0.412871867929272,0.62677718474565,0.931558564921938,0.921882066446339,0.186058623222274,0.0978337220083729,0.51686578579529,0.0635758373480889,0.6381638837276,0,0.0236642238507662,0.166515013648772,0.290776119402985,0.354395362359699,0.361537120948066,0.199851273470905,0.00517332681575624,0.492898219358415,0.264328520291196,0.0232272860609616,0.43209825745263,0.168240762839965,0.211006011505893,0.215963194778794,0.225513924853353,0.08501761311115,0.238071430803362,0.86499881291548,0.11071198864119,0.502318505892487,0.43548212935968,0.422944261572142,0.216053941242575,0.0527771673797552,0.0533898962725368,0.35676406546323,0.0799602900335524,0.216601399499262,0.0169994865461206,0.24052603717966,0.303597231728649,0.203043271516881,0.450154780152075,0.401095168326881,0.325793022141989,0.0107820353456196,0.564909702618044,0.481135822081017,0.135774767646468,0.226479438314945
"M1_S_2",0.917912661949417,0.672451350877118,0.880715180078237,0.833071986717443,0.948409733277021,0.855571588031908,0.87714567826219,0.754328001909764,0.966529035541214,0.86335246260573,0.79716245146776,0.32076896114751,0.664110429447853,0.339371476921977,0.17347619307932,0.952024838914299,0.229966858998904,0.580597197101674,0.946980163821178,0.356713768857943,0.238166096923386,0.209708373315533,0.0934351621696267,0.98786474372656,0.749939882169051,0.117740028331597,0.168676417340546,0.941012956419317,0.143049387700175,0.839276437847866,0.427619678353613,0.705743930662773,0.420247257741955,0.267689157603971,0.490870288505511,0.879291094013277,0.722407778520003,0.704283331558962,0.537589075849718,0.791445749201024,0.866578362790954,0.756222709278421,0.957671182716954,0.82886930476355,0.976729666836937,0.20900880396437,0.930135750792072,0.290796807880662,0.870357142857143,0.22937614094057,0.992688067212433,0.254281871761402,0.55624105255982,0.512921717284431,0.131234654709347,0.300025013664872,0.631304381774084,0.688270760404971,0.362786703462536,0.415441783649876,0.614200477929846,0.92481378569594,0.916212833901523,0.204226730154589,0.103986182695471,0.499589410706605,0.0534471339489897,0.632678957064945,0.0236642238507662,0,0.155178949715687,0.288090737240076,0.342638537076234,0.343310735432936,0.205744978981784,0.0191070978691807,0.484640657084189,0.256169607397601,0.024202792830346,0.441768366604704,0.149191706496429,0.203251860622463,0.193447787053079,0.213902578202002,0.0781922174423152,0.230509618629767,0.867036812122264,0.0955769664856902,0.511210523512808,0.426938763087412,0.411662369132312,0.208150832414264,0.0424980728646709,0.0475166902690674,0.34748327079695,0.0738195631061994,0.208732358870968,0.0404843493925316,0.232313760663724,0.294740188104187,0.202849448353749,0.441592146045587,0.38402330103354,0.31654311141723,0.0291098149956454,0.57179180376907,0.46983428819566,0.12887665274677,0.21361869720682
"S1_S_1",0.796136768391448,0.602203356142991,0.778032279272974,0.732624297254363,0.853098001197571,0.733123291479405,0.750602740562151,0.697300055274459,0.850200839600133,0.772178066795119,0.676060481261399,0.291879133537946,0.628846524813178,0.34338351535942,0.123017204198016,0.806199846103111,0.211710135768054,0.548552135548283,0.782719781974578,0.262244160477311,0.184242855871094,0.162084122634396,0.0880214671284595,0.850981026595123,0.692542125280206,0.0435357677007132,0.111711486505975,0.759932066104906,0.105583975225887,0.775619458026021,0.404175837666722,0.641863354956101,0.336255332072502,0.165297917668889,0.437878241964935,0.707833700848235,0.667876738442157,0.615733518229618,0.456319214399811,0.65260162687625,0.770724219949149,0.584535809388375,0.757520488015281,0.724396821925796,0.736455337988954,0.210123161479399,0.821785167887914,0.280931098384162,0.723344397028608,0.252405607385337,0.864946319853787,0.187676544379529,0.553378246163308,0.474045221244674,0.106993364985997,0.288127736712717,0.557338133130077,0.632823740250562,0.285917582127986,0.397312831230873,0.544683051321825,0.864157854103453,0.909018806214227,0.199865959229266,0.215562443196383,0.475864059455949,0.104195149257748,0.58138161571638,0.166515013648772,0.155178949715687,0,0.388975992160706,0.314922042045791,0.319072642967543,0.211371267204767,0.161937771132783,0.463445933194942,0.251884444132805,0.175818291349651,0.410964292738749,0.0649634111880889,0.106605125532746,0.204199620739096,0.188943297789575,0.0970072021458593,0.229617981183743,0.755461283401599,0.109631812701586,0.524862357480383,0.40851317449097,0.38467513027269,0.209530418690724,0.114920165646772,0.115444007046695,0.331860334847825,0.0885933536410626,0.21039388725463,0.182915998662068,0.213627312291072,0.286918352359971,0.319346807264206,0.416632821595863,0.298750849699955,0.300295425770217,0.157041014303118,0.546098435757557,0.451673005756579,0.0723843853519539,0.217338027525033
"B1_L_5",0.890765994979307,0.777973786971495,0.854994068014569,0.795368445879214,0.929555241835028,0.81523267901914,0.80701125207334,0.72081717093354,0.935801461492355,0.837643532161366,0.737698648763491,0.528701667360997,0.772062406339925,0.35750912853772,0.416483845831086,0.903309163838321,0.253830129862455,0.71708325590039,0.912701673651628,0.555936303164685,0.453210808445465,0.432286566620363,0.354380740957369,0.963095383048671,0.679547242075026,0.373919112800031,0.404806893812659,0.896485393258427,0.381105002342151,0.816822055137845,0.453869862645919,0.803426409164883,0.560334952161216,0.485024296246649,0.575778367441242,0.825960348467568,0.690757414723164,0.61070630123375,0.425613952652745,0.742179116236739,0.800704673506449,0.67622571692877,0.91840597758406,0.791380265172492,0.929430669315062,0.331031136089199,0.904044267645859,0.51287918077631,0.815064935064935,0.206389818277242,0.97656363960518,0.478995208113974,0.444712203215739,0.602954718071771,0.384318259786793,0.517934548658037,0.75304139342805,0.653191467636037,0.471682262201607,0.565838124723574,0.739634624803172,0.845817638094143,0.862464234620887,0.294249690255812,0.226803488336261,0.588411698351996,0.313937170883526,0.556547739849278,0.290776119402985,0.288090737240076,0.388975992160706,0,0.537033928338276,0.535269174041298,0.285660475762756,0.29238351121469,0.656312930097791,0.490190185892757,0.267004278355016,0.468031759297952,0.368891282264677,0.440225555221742,0.383380168606985,0.446448180223015,0.353972944397755,0.471831849234918,0.834402408692237,0.357749957305939,0.404859054286365,0.615186343962261,0.597617351250145,0.454512076186105,0.315701363195138,0.322587910695684,0.555809545049063,0.339399975442378,0.455116881925168,0.278910323649686,0.462620610017432,0.518582174053704,0.107381670381539,0.618868876762452,0.490633601684312,0.526414577875103,0.284178822417764,0.46709802368062,0.644483700492845,0.382833526793117,0.456934471645842
"B1_S_2",0.923957268554707,0.439054237300593,0.89456354504038,0.887288469106651,0.95951039381035,0.894136778712986,0.904060579455663,0.821819934209148,0.958645202090955,0.900011179072776,0.872592814243273,0.0392658442590651,0.421234018057323,0.539238520189267,0.223682083727804,0.947662715276225,0.477323478672073,0.304895335119663,0.945314591700134,0.105597245065789,0.203645697381015,0.184840544323021,0.275693525995416,0.974672444408719,0.819967235598903,0.317187764888232,0.228087503375902,0.942093977342824,0.258360234431316,0.882972322503008,0.586114035653152,0.485370633150889,0.422646423878356,0.182387988224855,0.188790357933209,0.920560907484467,0.793873085339168,0.803763157339633,0.684230008833551,0.840646670496075,0.915606717568262,0.829334210228849,0.952497400005622,0.882817423540315,0.967233581198734,0.362774484335798,0.941410939826154,0.0613837051151937,0.920207976951472,0.499227748934666,0.989630793401414,0.14837369250609,0.711238314870485,0.222408275085132,0.25176305217676,0.0501034857271665,0.375781208268789,0.767098913728287,0.4643964216494,0.556632154227983,0.358441239799825,0.93644427494064,0.924237377214215,0.464586355778336,0.402161424673273,0.205019437814627,0.297917774457921,0.753373693083203,0.354395362359699,0.342638537076234,0.314922042045791,0.537033928338276,0,0.019188829958835,0.472579025724475,0.350188367743012,0.18196103079824,0.100674408281906,0.358779420953968,0.593378928987194,0.305093867236552,0.25739582706993,0.192765406796269,0.155879888164579,0.278117725307616,0.128432487980328,0.908063706814845,0.256929437571863,0.698988257883465,0.111149046385684,0.0909743319857426,0.150447774593935,0.310173570657119,0.30802082624379,0.0177002634276742,0.330534293798987,0.149976063670636,0.369098827112667,0.135352825311747,0.057255635478414,0.481817674522423,0.125203383376222,0.146004593624345,0.0353230554174115,0.351529263467498,0.739471852431915,0.166668505909487,0.280369566783824,0.141343253718292
